Source Airport,Destination Count,Latitude,Longitude
YLC,1,62.8499984741,-69.88330078119999
YUT,3,66.5214004517,-86.22470092770003
HND,157,35.552299,139.779999
KKJ,3,33.8459014893,131.035003662
ABL,4,67.1063,-157.856989
AIN,2,70.6380004883,-159.994995117
ANC,59,61.174400329589844,-149.99600219726562
ANI,12,61.58160018920898,-159.54299926757812
ANV,3,62.646702000000005,-160.190994
ATK,2,70.46730041503906,-157.43600463867188
AUK,2,62.6800422668,-164.65992736799998
BKC,4,65.9815979004,-161.149002075
BRW,7,71.285402,-156.766008
BTI,2,70.13400268550001,-143.582000732
CDV,3,60.49179839999999,-145.4779968
CHU,1,61.579102,-159.216003
DRG,4,66.0696029663,-162.76600647
ELI,5,64.61470032,-162.2720032
EMK,4,62.78609848,-164.49099730000003
ENA,3,60.57310104370117,-151.2449951171875
GAL,7,64.73619843,-156.93699650000002
GAM,4,63.76679992675781,-171.73300170898438
GLV,4,64.5504989624,-163.007003784
HCR,3,62.18830108642578,-159.77499389648438
HOM,2,59.64559936523438,-151.4770050048828
HPB,2,61.52389908,-166.1470032
HSL,5,65.69789886,-156.3509979
IAN,4,66.9759979248,-160.43699646
KAL,3,64.31909943,-158.74099730000003
KKA,5,64.9394989014,-161.154006958
KLG,4,61.53630065917969,-160.34100341796875
KOT,3,63.030601501499994,-163.533004761
KSM,5,62.0605011,-163.30200200000002
KTS,4,65.3312988281,-166.46600341799999
KVL,3,67.73619842529297,-164.56300354003906
KYU,2,64.8760986328,-157.727005005
MOU,2,62.09540176391602,-163.6820068359375
MYU,1,60.37139892578125,-166.27099609375
NUI,2,70.2099990845,-151.00599670399998
NUL,3,64.729301,-158.074005
OBU,4,66.9123001099,-156.897003174
OME,25,64.51219940185547,-165.44500732421875
ORV,4,66.81790161,-161.01899719999997
OTZ,22,66.88469696,-162.598999
PIZ,2,69.73290253,-163.00500490000002
RBY,4,64.72720337,-155.47000119999998
RSH,4,61.7788848877,-161.319458008
SCC,5,70.19470215,-148.46499630000002
SCM,1,61.84529876710001,-165.570999146
SHG,2,66.88809967041,-157.16200256348
SHH,3,66.249604,-166.089112
SHX,3,62.6922988892,-159.569000244
SKK,6,64.37110138,-161.223999
SLQ,2,61.7005004883,-157.166000366
SMK,4,63.49010086,-162.1100006
SVA,4,63.6864013671875,-170.4929962158203
TLA,3,65.2404022217,-166.339004517
TOG,1,59.05279922485352,-160.39700317382812
UNK,8,63.88840103,-160.798996
VAK,2,61.5409,-165.6005
VDZ,2,61.13389969,-146.24800109999998
WAA,4,65.62259300000001,-168.095
WLK,2,66.60009766,-159.98599240000001
WMO,4,64.689201355,-163.412994385
WTK,3,67.56610107421875,-162.97500610351562
BRM,5,10.042746543884276,-69.35861968994139
CCS,90,10.601194,-66.991222
CLT,301,35.2140007019043,-80.94309997558594
KIN,30,17.935699462890625,-76.7874984741211
LRM,10,18.45070075988769,-68.91179656982422
MDE,26,6.164540000000001,-75.4231
PAP,24,18.57999992370605,-72.2925033569336
PBM,10,5.4528298378,-55.1878013611
POS,35,10.595399856567383,-61.33720016479492
VLN,10,10.14973258972168,-67.92839813232422
ALA,67,43.35210037231445,77.04049682617188
DYU,52,38.543300628699996,68.8249969482
FRU,45,43.0612983704,74.4776000977
IKA,60,35.416099548339844,51.152198791503906
IST,358,41.275278,28.751944
LBD,33,40.21540069580078,69.6947021484375
SGC,14,61.34370040893555,73.40180206298828
SHJ,97,25.32859992980957,55.5172004699707
CHX,1,9.458962,-82.515062
DAV,2,8.390999794006348,-82.43499755859375
JQE,1,7.51777982711792,-78.1572036743164
PAC,10,8.973340034484863,-79.55560302734375
PUE,1,8.667,-77.418
AKX,7,50.2458,57.206699
CSY,2,56.09030151367188,47.3473014831543
ESL,1,46.3739013671875,44.33089828491211
IAR,1,57.56069946289063,40.15739822387695
IJK,4,56.82809829711914,53.45750045776367
KRO,2,55.47529983520508,65.41560363769531
KUF,27,53.504901885986,50.16429901123
KVX,3,58.50329971313501,49.348300933838
MCX,4,42.81679916381836,47.65230178833008
MQF,2,53.39310073852539,58.75569915771485
PES,1,61.88520050048828,34.15470123291016
PEZ,1,53.11059951782226,45.02109909057617
ROV,28,47.493888,39.924721999999996
SKX,2,54.12512969970703,45.212257385253906
ULV,2,54.268299102799986,48.226699829100006
URJ,3,60.10329818725586,64.82669830322266
VKT,2,67.48860168457031,63.99309921264648
VOG,10,48.78250122070313,44.34550094604492
VOZ,8,51.81420135498047,39.22959899902344
CNX,48,18.7667999268,98.962600708
AKK,1,56.9387016296,-154.182998657
LUR,1,68.87509918,-166.1100006
TNC,1,65.56310272,-167.9219971
BAV,29,40.560001373291016,109.99700164794922
DIG,7,27.7936,99.6772
DLU,7,25.649401,100.319
SHA,205,31.19790077209473,121.33599853515624
SYM,3,22.793301,100.959
TCZ,5,24.9380555556,98.4858333333
YIC,6,27.8025,114.3062
QBC,2,52.387501,-126.596001
YAA,1,52.45249938964844,-125.3030014038086
YBL,6,49.95080184936523,-125.27100372314452
YPW,1,49.83420181274414,-124.5
YQQ,7,49.71080017089844,-124.88700103759766
YWL,5,52.1831016541,-122.054000854
YXC,4,49.610801696777,-115.78199768066001
YYJ,13,48.646900177,-123.426002502
YZT,2,50.68059921264648,-127.36699676513672
YZZ,1,49.0555992126,-117.60900116
ZMT,1,54.02750015258789,-132.125
ADA,17,36.982200622600004,35.2803993225
ADB,66,38.292400360100004,27.156999588
BJV,31,37.25059890749999,27.664300918600002
DIY,7,37.893901825,40.201000213600004
DLM,57,36.7131004333,28.792499542199998
ECN,14,35.15470123291016,33.49610137939453
ERZ,5,39.9565010071,41.17020034789999
EZS,6,38.606899261500004,39.291400909400004
GNY,5,37.445663,38.895592
GZP,6,36.299217,32.300598
GZT,9,36.9472007751,37.4786987305
MLX,4,38.435298919699996,38.0909996033
ODS,18,46.42679977416992,30.67650032043457
TZX,10,40.99509811401367,39.78969955444336
BHI,4,-38.725,-62.1693
BRC,7,-41.151199,-71.157501
COR,13,-31.323601,-64.208
CRD,6,-45.7853,-67.4655
EQS,3,-42.908000946,-71.139503479
MDQ,3,-37.9342,-57.5733
MDZ,10,-32.831699371300004,-68.7929000854
NQN,6,-38.949001,-68.15570100000001
PRA,2,-31.7948,-60.4804
REL,6,-43.2105,-65.2703
RGA,2,-53.7777,-67.7494
RGL,6,-51.6089,-69.3126
ROS,7,-32.9036,-60.785
SFN,2,-31.7117,-60.8117
YFJ,1,64.190804,-114.07700200000001
YLE,1,63.13169860839844,-117.24600219726562
YRA,1,64.11609649658203,-117.30999755859376
YSG,1,62.418303,-110.681998
AKF,3,24.178699493408203,23.31399917602539
AMM,111,31.7226009369,35.9931983948
BEN,25,32.096801757799994,20.2695007324
HBE,42,30.91769981384277,29.696399688720703
SFA,10,34.71799850463867,10.690999984741213
TIP,48,32.6635017395,13.159000396700002
AET,3,66.5518035889,-152.621994019
ARC,1,68.1147,-145.578995
HUS,2,66.04109955,-154.26300049999998
LMA,1,63.886002000000005,-152.30200200000002
VEE,2,67.0086975098,-146.365997314
CGD,8,28.9188995361,111.63999939
HIA,12,33.7908333333,119.125
HSG,3,33.149700164799995,130.302001953
IBR,5,36.181098938000005,140.414993286
KHH,65,22.57710075378418,120.3499984741211
LYA,9,34.741100311299995,112.38800048799999
TAK,8,34.214199066199996,134.01600647
ZYI,15,27.5895,107.0007
AZO,6,42.234901428222656,-85.5521011352539
CHA,16,35.03530120849609,-85.20379638671875
CRW,6,38.37310028076172,-81.59320068359375
CVG,75,39.0488014221,-84.6678009033
DTW,216,42.212398529052734,-83.35340118408203
EVV,9,38.0369987488,-87.53240203860001
FWA,16,40.97850037,-85.19509888
GFK,5,47.949298999999996,-97.176102
GSO,25,36.097801208496094,-79.93730163574219
GSP,29,34.895698547399995,-82.2189025879
LAN,8,42.77870178222656,-84.58740234375
LEX,20,38.0364990234375,-84.60590362548828
LGA,158,40.77719879,-73.87259674
MBS,5,43.532901763916016,-84.07959747314453
MDT,20,40.1935005188,-76.7633972168
MEM,58,35.04240036010742,-89.97669982910156
MSP,218,44.882,-93.221802
MSY,123,29.99340057373047,-90.25800323486328
ROA,15,37.3255,-79.975403
SYR,26,43.11119842529297,-76.1063003540039
TVF,1,48.06570053,-96.18499756
TYS,31,35.81100082,-83.99400329999999
XNA,24,36.281898,-94.30680100000001
ACK,6,41.25310135,-70.06020355
ALB,31,42.74829864501953,-73.80169677734375
AUG,1,44.320598602299995,-69.7973022461
AXA,6,18.2048,-63.055099
BHB,1,44.45000076,-68.36150359999999
BIL,12,45.807701110839844,-108.54299926757812
BOS,212,42.36429977,-71.00520325
CGI,1,37.22529983520508,-89.57080078125
CPX,1,18.313289,-65.304324
EIS,12,18.444799423217773,-64.54299926757811
EWB,3,41.67610168457031,-70.95690155029297
GDV,1,47.13869858,-104.8069992
GGW,1,48.212502,-106.614998
HPN,23,41.06700134277344,-73.70760345458984
HVR,1,48.54299927,-109.762001
HYA,2,41.66930008,-70.28040314
IRK,1,40.09349822998047,-92.5448989868164
LEB,2,43.626098632799994,-72.30419921880002
MAZ,1,18.255699157714844,-67.14849853515625
MSS,1,44.93579864501953,-74.84559631347656
MVY,4,41.393100738499996,-70.6143035889
MWA,1,37.75500107,-89.01110077
OGS,1,44.681900024399994,-75.46549987790002
OLF,1,48.0945014954,-105.57499694799999
OWB,2,37.74010086,-87.16680145
PVC,1,42.071899414099995,-70.2213973999
RKD,1,44.06010056,-69.09919739
RUT,1,43.52939987,-72.94960022
SDY,1,47.706902,-104.193001
SJU,102,18.4393997192,-66.0018005371
SLK,1,44.38529968261719,-74.2061996459961
STT,34,18.337299346923828,-64.97339630126953
STX,9,17.701900482177734,-64.79859924316406
TBN,1,37.74160004,-92.14070129
UIN,1,39.94269943,-91.19460297
VIJ,4,18.446399688720703,-64.42749786376953
VQS,6,18.1158008575,-65.4226989746
YDQ,2,55.7422981262207,-120.18299865722656
YKA,5,50.702201843299996,-120.444000244
YLL,1,53.30920028686523,-110.072998046875
YOJ,2,58.62139892578125,-117.16500091552734
YOP,2,58.49140167236328,-119.40799713134766
YQZ,4,53.026100158691406,-122.51000213623048
YXJ,6,56.23809814453125,-120.73999786376952
YXS,10,53.8894004822,-122.679000854
YXT,5,54.468498,-128.576009
YYD,4,54.82469940185547,-127.18299865722656
YYE,3,58.8363990784,-122.59700012200001
SPR,11,17.9139,-87.9711
GDT,4,21.444499969482425,-71.14230346679688
PLS,31,21.77359962463379,-72.26589965820312
SLX,1,21.3330001831,-71.1999969482
ACR,2,-0.5833,-72.4083
ADZ,11,12.5836,-81.7112
APO,4,7.811960000000001,-76.7164
AUC,2,7.06888,-70.7369
BSC,1,6.20292,-77.3947
BUN,2,3.81963,-76.9898
CZU,2,9.33274,-75.2856
EOH,11,6.220549,-75.590582
FLA,2,1.5891899999999999,-75.5644
GPI,2,2.57013,-77.8986
IPI,1,0.861925,-77.6718
LET,6,-4.19355,-69.9432
LPD,1,-1.32861,-69.5797
LQM,1,-0.182278,-74.7708
MVP,3,1.25366,-70.2339
NQU,1,5.6964,-77.2806
PCR,3,6.1847199999999996,-67.4932
PDA,3,3.85353,-67.9062
PSO,3,1.39625,-77.2915
PUU,4,0.505228,-76.5008
PVA,1,13.3569,-81.3583
RVE,2,6.951867999999999,-71.857179
SJE,2,2.5796900000000003,-72.6394
SVI,2,2.15217,-74.7663
TME,2,6.45108,-71.7603
UIB,6,5.69076,-76.6412
VGZ,1,0.978767,-76.6056
VVC,8,4.16787,-73.6138
BVA,60,49.45439910888672,2.1127800941467285
KBP,102,50.34500122070313,30.89469909667969
KIV,34,46.92770004272461,28.93099975585937
OTP,112,44.5711111,26.085
BLA,11,10.111111,-64.692222
BNS,2,8.615,-70.21416667
MRD,2,8.582078,-71.161041
PMV,20,10.912603378295898,-63.96659851074219
PTY,106,9.0713596344,-79.3834991455
PZO,11,8.288530349731445,-62.7603988647461
VLV,2,9.34047794342041,-70.58406066894531
AJL,6,23.8405990601,92.6196975708
ATQ,9,31.7096004486,74.7973022461
AUH,241,24.433000564575195,54.651100158691406
BAH,84,26.27079963684082,50.63359832763672
BHJ,2,23.2877998352,69.6701965332
BHO,6,23.2875003815,77.33740234380001
BHU,2,21.752199173,72.18520355220001
CCJ,31,11.1367998123,75.95529937740001
CMB,101,7.180759906768799,79.88410186767578
DED,5,30.189698999999997,78.180298
DIU,2,20.71310043334961,70.92109680175781
DMM,82,26.471200942993164,49.79790115356445
DOH,189,25.273056,51.608056
EWR,253,40.69250106811523,-74.168701171875
GOP,2,26.739700317399997,83.44969940189999
IXE,15,12.961299896199998,74.89009857180001
IXL,6,34.135898590100005,77.5465011597
IXM,8,9.83450984955,78.09339904790002
IXS,7,24.912900924699997,92.97869873049999
IXU,5,19.862699508666992,75.39810180664062
IXZ,11,11.641200065612793,92.72969818115234
JDH,6,26.25110054016113,73.04889678955078
KWI,120,29.226600646972656,47.96889877319336
PBD,2,21.6487007141,69.65720367429999
RAJ,3,22.3092002869,70.77950286869998
RJA,3,17.1103992462,81.81819915770001
RUH,137,24.957599639892575,46.69879913330078
TRZ,9,10.765399932861328,78.70970153808594
UDR,7,24.617700576799997,73.89610290530001
YYZ,319,43.6772003174,-79.63059997559999
JKH,6,38.34320068359375,26.14060020446777
JSH,5,35.21609878540039,26.101299285888672
KLX,10,37.06829833984375,22.02549934387207
SMI,9,37.68999862670898,26.911699295043945
AOK,6,35.4213981628418,27.145999908447266
AXD,3,40.855899810791016,25.956300735473636
CHQ,44,35.531700134277344,24.149700164794922
EFL,6,38.12009811401367,20.5004997253418
IEV,22,50.40194,30.451940000000004
IOA,2,39.6963996887207,20.82250022888184
JIK,3,37.6827011108,26.3470993042
JKL,6,36.963298797600004,26.9405994415
JNX,2,37.0811004639,25.3680992126
JSI,2,39.177101135253906,23.503700256347656
JSY,2,37.422798156700004,24.950899124099998
JTY,4,36.5798988342,26.3757991791
KIT,4,36.2742996216,23.0170001984
KSJ,4,35.4213981628,26.909999847399998
KZS,2,36.1417007446,29.5764007568
LRS,6,37.184898,26.800301
LXS,5,39.917098999000004,25.236299514799995
MJT,10,39.0567016602,26.5983009338
MLO,2,36.696899,24.4769
MRS,136,43.439271921999996,5.22142410278
NTE,92,47.15319824220001,-1.61073005199
PAS,2,37.020495000000004,25.113195
PHL,289,39.87189865112305,-75.24109649658203
SKU,3,38.967601776100004,24.4871997833
SOF,66,42.696693420410156,23.411436080932614
TIA,36,41.4146995544,19.7206001282
ZTH,16,37.7509,20.8843
BYC,4,-21.960899353027344,-63.65169906616211
CBB,8,-17.421100616455078,-66.17710113525389
CIJ,2,-11.0403995514,-68.78299713130001
GYA,1,-10.820599556,-65.34559631350001
LPB,26,-16.513299942016598,-68.19229888916016
ORU,4,-17.962600708,-67.0762023926
POI,2,-19.543100357100002,-65.72370147710001
RIB,1,-11.0,-66.0
SRZ,7,-17.8115997314,-63.1715011597
TDD,8,-14.8186998367,-64.9179992676
TJA,8,-21.5557003021,-64.7013015747
AGF,2,44.17470169067383,0.5905560255050659
AJA,39,41.92359924316406,8.8029203414917
AUR,1,44.89139938354492,2.4219400882720947
BES,17,48.4478988647461,-4.418540000915527
BIQ,14,43.4683333,-1.5311111000000002
BVE,5,45.039722,1.4855559999999999
CFE,9,45.786701202399996,3.1691699027999998
CFR,4,49.173301696777344,-0.44999998807907104
DCM,3,43.55630111694336,2.289180040359497
ETZ,5,48.9821014404,6.25131988525
FLR,53,43.810001,11.2051
FSC,14,41.5005989074707,9.097780227661133
GOT,52,57.662799835205,12.279800415039
LAI,1,48.754397999999995,-3.47166
LDE,5,43.1786994934082,-0.006438999902456999
LIL,40,50.563332,3.0868860000000002
LRH,10,46.17919921875,-1.1952799558639526
LRT,2,47.76060104370117,-3.440000057220459
ORY,201,48.7233333,2.3794444
PGF,5,42.74039840698242,2.8706700801849365
PIS,7,46.58769989013672,0.30666598677635193
PUF,5,43.38000106811523,-0.4186109900474548
RDZ,4,44.407901763916016,2.4826700687408447
RNS,13,48.0694999695,-1.73478996754
SXB,34,48.53829956054688,7.628230094909668
UIP,1,47.974998474121094,-4.167789936065674
EBB,34,0.042386,32.443501
KSE,1,0.18299999833106995,30.10000038146973
BUS,6,41.610298156700004,41.5997009277
KUT,8,42.176700591999996,42.4826011658
ABE,13,40.652099609375,-75.44080352783203
ABI,2,32.4113006592,-99.68190002440001
ABQ,42,35.040199,-106.609001
ABZ,41,57.20190048217773,-2.1977798938751216
ACT,2,31.61129951477051,-97.23049926757812
ADL,51,-34.945,138.53100600000002
AEX,6,31.32740020751953,-92.54979705810548
AGS,7,33.36989974975586,-81.9645004272461
AKL,96,-37.0080986023,174.79200744599999
ALO,2,42.55709838867188,-92.40029907226562
AMA,10,35.219398,-101.706001
AQP,10,-16.3411006927,-71.5830993652
ART,4,43.99190139770508,-76.02169799804688
ASP,11,-23.806699752807614,133.90199279785156
AUS,83,30.194499969482425,-97.6698989868164
AVL,12,35.43619918823242,-82.54180145263672
AVP,9,41.338500976599995,-75.72339630130001
BDA,15,32.363998413085945,-64.67870330810547
BDL,51,41.9388999939,-72.68319702149999
BFL,6,35.43360138,-119.0569992
BGI,23,13.0746002197,-59.492500305200004
BGM,4,42.20869827,-75.97979736
BGR,8,44.80739974975586,-68.82810211181639
BHD,21,54.61809921264648,-5.872499942779541
BHM,36,33.56290054,-86.75350189
BJX,14,20.9935,-101.481003
BMI,12,40.47710037,-88.91590118
BNA,82,36.1245002746582,-86.6781997680664
BNE,152,-27.38419914245605,153.11700439453125
BOI,21,43.5644,-116.223
BPT,2,29.9507999420166,-94.02069854736328
BRO,3,25.90679931640625,-97.4259033203125
BTR,8,30.533199,-91.149597
BTV,13,44.471900939899996,-73.15329742429998
BUF,36,42.94049835,-78.73220062
BUR,18,34.200698852539055,-118.35900115966795
BWI,142,39.1754,-76.668297
CAE,17,33.93880081176758,-81.11949920654297
CAK,22,40.916099548339844,-81.44219970703125
CBR,13,-35.30690002441406,149.19500732421875
CHC,34,-43.48939895629883,172.53199768066406
CHO,13,38.13859939575195,-78.4529037475586
CHS,34,32.89860153,-80.04049683
CID,17,41.88470077514648,-91.71080017089844
CLE,81,41.411701202399996,-81.8498001099
CLL,3,30.58860016,-96.36380005
CMH,63,39.998001,-82.891899
CMI,4,40.03919983,-88.27809906
CNF,55,-19.62444305419922,-43.97194290161133
CNS,56,-16.885799408,145.755004883
COS,13,38.805801,-104.70099599999999
COU,4,38.81809997558594,-92.21959686279295
CRP,5,27.77039909362793,-97.5011978149414
CTS,81,42.77519989013672,141.69200134277344
CWA,5,44.7775993347,-89.6668014526
DAB,5,29.179899,-81.058098
DAY,32,39.90240097045898,-84.21939849853516
DBQ,2,42.40200043,-90.70950317
DCA,196,38.8521,-77.037697
DEN,361,39.861698150635,-104.672996521
DRO,5,37.1515007019,-107.75399780299999
DSM,29,41.53400039672852,-93.66310119628906
ELM,6,42.1599006652832,-76.8916015625
ELP,24,31.80719948,-106.37799840000002
ERI,4,42.0831270134,-80.1738667488
EUG,14,44.12459945678711,-123.21199798583984
EWN,5,35.0730018616,-77.04290008539998
FAR,14,46.92070007324219,-96.81580352783205
FAT,20,36.77619934082031,-119.71800231933594
FAY,8,34.991199493408196,-78.88030242919922
FLG,2,35.13850021,-111.6709976
FLO,2,34.18539810180664,-79.7238998413086
FNT,14,42.96540069580078,-83.74359893798828
FSD,13,43.5820007324,-96.741897583
FSM,5,35.33660125732422,-94.36740112304688
GCK,2,37.9275016785,-100.72399902299999
GCM,25,19.292800903299998,-81.3576965332
GEG,15,47.61989974975586,-117.53399658203124
GGG,2,32.38399887084961,-94.71150207519531
GIB,6,36.1511993408,-5.3496599197400005
GJT,8,39.1223983765,-108.527000427
GLA,100,55.8718986511,-4.43306016922
GND,14,12.004199981689453,-61.78620147705078
GPT,9,30.40730094909668,-89.07009887695312
GRB,8,44.48509979248047,-88.12960052490234
GRI,4,40.96749877929688,-98.30960083007812
GRK,6,31.067199706999997,-97.8289031982
GRR,28,42.88079834,-85.52279663
HHH,4,32.2243995667,-80.6975021362
HNL,118,21.32062,-157.924228
HOU,79,29.64539909,-95.27890015
HSV,18,34.637199401855,-86.775100708008
HTS,5,38.36669922,-82.55799866
HVN,2,41.26369858,-72.88680267
IAD,196,38.94449997,-77.45580292
IAH,243,29.98439979553223,-95.34140014648438
ICT,20,37.649899,-97.433098
ILM,13,34.27059936523437,-77.90260314941406
IND,69,39.7173,-86.294403
IPT,2,41.241798400878906,-76.92109680175781
ISP,17,40.79520035,-73.10019684
ITH,4,42.49100112915039,-76.4583969116211
ITM,42,34.785499572753906,135.43800354003906
JAN,18,32.3111991882,-90.0758972168
JLN,2,37.151798248291016,-94.49829864501952
JNU,20,58.35499954223633,-134.57600402832028
JUL,7,-15.467100143432615,-70.158203125
KOA,20,19.738782999999998,-156.045603
LAW,2,34.5676994324,-98.4166030884
LBA,80,53.86589813232422,-1.6605700254440308
LBB,10,33.663601,-101.822998
LCH,3,30.12610054016113,-93.22329711914062
LFT,6,30.20529938,-91.98760223
LGB,18,33.81769943,-118.15200039999999
LGK,17,6.329730033874513,99.72869873046876
LHE,56,31.5216007232666,74.40360260009766
LIH,21,21.97599983215332,-159.33900451660156
LIT,29,34.729400634799994,-92.22429656979999
LRD,4,27.543800354003906,-99.46160125732422
LSE,3,43.879002,-91.256699
LUX,70,49.6233333,6.204444400000001
LYH,2,37.326698303222656,-79.20040130615234
MAF,8,31.9424991607666,-102.2020034790039
MAO,32,-3.038609981536865,-60.04970169067383
MBJ,45,18.503700256347656,-77.91339874267578
MCI,82,39.2976,-94.713898
MFE,6,26.17580032,-98.23860168
MFR,9,42.37419891357422,-122.8730010986328
MGM,7,32.30059814,-86.39399719
MHK,4,39.14099884033203,-96.6707992553711
MHT,20,42.932598,-71.435699
MKE,65,42.94720077514648,-87.89659881591797
MLB,5,28.10280036926269,-80.64530181884766
MLI,15,41.44850158691406,-90.50749969482422
MLM,10,19.849899292,-101.025001526
MLU,6,32.51089859008789,-92.0376968383789
MMH,2,37.62409973,-118.83799740000002
MOB,9,30.691200256348,-88.242797851562
MQT,3,46.3535995483,-87.39540100100001
MRY,10,36.58700180053711,-121.84300231933594
MSN,17,43.13990020751953,-89.3375015258789
MYR,34,33.6796989441,-78.9282989502
NAN,43,-17.755399703979492,177.4429931640625
NAS,67,25.0389995575,-77.46620178219999
NCL,84,55.037498474121094,-1.6916699409484863
OAJ,7,34.8292007446,-77.61209869380002
OAK,54,37.721298,-122.221001
OGG,42,20.8986,-156.429993
OKC,40,35.39310073852539,-97.60070037841795
OMA,34,41.3032,-95.89409599999999
ONT,24,34.05599975585937,-117.60099792480469
ORF,36,36.89459991455078,-76.20120239257812
PBC,7,19.1581001282,-98.3713989258
PDX,113,45.58869934,-122.59799960000001
PGV,2,35.6352005,-77.38529968
PHF,9,37.13190079,-76.49299622
PHX,251,33.43429946899414,-112.01200103759766
PIA,15,40.664199829100006,-89.6932983398
PIT,74,40.49150085,-80.23290253
PMC,10,-41.43889999389648,-73.09400177001953
POP,16,19.75790023803711,-70.56999969482422
PPT,38,-17.553698999999998,-149.60699499999998
PSP,26,33.829700469970696,-116.50700378417969
PVD,27,41.732601,-71.42040300000001
QRO,7,20.6173,-100.185997
RAP,8,44.0452995300293,-103.05699920654295
RDM,8,44.254100799999996,-121.15000149999999
RDU,83,35.877601623535156,-78.7874984741211
REC,36,-8.126489639282228,-34.923599243164055
RIC,38,37.50519943237305,-77.3197021484375
RNO,27,39.49909973144531,-119.76799774169922
ROC,30,43.118900299072266,-77.67240142822266
ROW,2,33.30160140991211,-104.53099822998048
RST,4,43.90829849243164,-92.5
RTM,33,51.956902,4.43722
SAF,6,35.617099761999995,-106.08899688700001
SAL,53,13.4409,-89.055702
SAN,119,32.7336006165,-117.190002441
SAV,23,32.12760162,-81.20210266
SBA,8,34.42620087,-119.8399963
SBP,4,35.2368011475,-120.64199829100001
SBY,4,38.34049987792969,-75.51029968261719
SCE,5,40.8493003845,-77.84870147710002
SDF,41,38.1744,-85.736
SEA,201,47.449001,-122.308998
SFO,249,37.61899948120117,-122.375
SGF,14,37.24570084,-93.38860321
SHV,8,32.446602,-93.8256
SJC,60,37.362598,-121.929001
SJT,2,31.35770034790039,-100.49600219726562
SKB,11,17.311199188232422,-62.71870040893555
SLC,141,40.78839874267578,-111.97799682617188
SLP,8,22.254299163800006,-100.930999756
SMF,55,38.69540023803711,-121.59100341796876
SPS,2,33.9888,-98.49189799999999
SRQ,13,27.39539909362793,-82.55439758300781
STI,11,19.406099319458008,-70.60469818115234
STS,6,38.50899887,-122.8130035
SUX,2,42.40259933,-96.38439941
SVG,54,58.876701354,5.637780189500001
SWF,6,41.50410079956055,-74.10479736328125
TOL,5,41.58679962,-83.80780029
TRI,7,36.475201,-82.40740100000001
TSV,16,-19.252500534057614,146.76499938964844
TUL,27,36.19839859008789,-95.88809967041016
TUS,31,32.116100311279304,-110.94100189208984
TVC,5,44.74140167236328,-85.58219909667969
TXK,2,33.45370101928711,-93.99099731445312
TYR,3,32.35409927368164,-95.40239715576172
UVF,19,13.7332,-60.952599
VPS,10,30.4832,-86.525398
VVI,24,-17.6448,-63.135399
YHZ,43,44.880798339799995,-63.508598327600005
YKF,3,43.4608001709,-80.3786010742
YUM,3,32.65660095,-114.6060028
ACE,116,28.945498999999998,-13.6052
ALC,157,38.28219985961914,-0.5581560134887695
DJE,37,33.875,10.775500297546387
FMO,11,52.134601593,7.68483018875
FNC,52,32.697899,-16.7745
FUE,97,28.452699661254886,-13.863800048828125
GCI,18,49.43500137329102,-2.601969957351685
GDN,51,54.377601623535156,18.46619987487793
INN,8,47.260201,11.344000000000001
JER,38,49.20790100097656,-2.1955099105834956
LCY,62,51.505299,0.055277999999999994
LEI,18,36.84389877319336,-2.3701000213623047
LNZ,12,48.2332,14.1875
MAH,34,39.86259841918945,4.2186498641967765
MLA,113,35.857498,14.4775
NBE,45,36.075833,10.438611
PAD,11,51.614101409899995,8.616319656369999
PDL,23,37.7411994934,-25.6979007721
PVK,11,38.92549896240234,20.765300750732425
SCN,9,49.2145996094,7.10950994492
SPC,8,28.626499,-17.7556
SVQ,65,37.41799926757813,-5.8931097984313965
VLC,82,39.4893,-0.481625
VOL,5,39.21960067749024,22.794300079345703
VRA,13,23.03440093994141,-81.435302734375
GNM,1,-14.208200454711914,-42.74610137939453
LAZ,1,-13.2621002197,-43.4081001282
ADD,105,8.97789001465,38.7993011475
AZS,6,19.267000198399998,-69.7419967651
BJM,13,-3.3240199089050293,29.318500518798828
CCC,6,22.4610004425,-78.32839965820001
FIH,27,-4.38575,15.4446
HOG,11,20.785600662231445,-76.31510162353516
KGL,40,-1.9686299999999999,30.1395
LAD,46,-8.858369999999999,13.2312
SNU,9,22.49220085144043,-79.943603515625
TRD,44,63.45780179999999,10.9239998
VNO,58,54.634102,25.285801
YAM,4,46.48500061035156,-84.5093994140625
YBC,6,49.13249969482422,-68.20439910888672
YBG,4,48.33060073852539,-70.99639892578125
YCD,2,49.054970224899996,-123.869862556
YCG,2,49.296398162799996,-117.63200378399999
YDF,7,49.21080017089844,-57.39139938354492
YFC,4,45.86890029907226,-66.53720092773439
YGK,1,44.22529983520508,-76.5969009399414
YGP,2,48.775299072299994,-64.4785995483
YGR,3,47.42470169067383,-61.778099060058594
YMM,12,56.653301238999994,-111.22200012200001
YPR,2,54.2860984802,-130.445007324
YQF,3,52.18220138549805,-113.8939971923828
YQG,3,42.27560043334961,-82.95559692382812
YQL,1,49.6302986145,-112.80000305200001
YQM,10,46.11220169067383,-64.67859649658203
YQR,16,50.43190002441406,-104.66600036621094
YQT,13,48.37189865112305,-89.32389831542969
YQU,4,55.1796989441,-118.885002136
YQX,3,48.9369010925293,-54.56809997558594
YQY,2,46.1614,-60.047798
